"version","generator","osm3s__timestamp_osm_base","osm3s__copyright","elements__type","elements__id","elements__nodes__001","elements__nodes__002","elements__nodes__003","elements__nodes__004","elements__nodes__005","elements__nodes__006","elements__nodes__007","elements__nodes__008","elements__nodes__009","elements__nodes__010","elements__nodes__011","elements__nodes__012","elements__nodes__013","elements__lat","elements__lon","elements__tags__addr:housename","elements__tags__addr:city","elements__tags__addr:country","elements__tags__addr:housenumber","elements__tags__addr:postcode","elements__tags__addr:province","elements__tags__addr:street","elements__tags__air_conditioning","elements__tags__addr:unit","elements__tags__alt_name","elements__tags__amenity","elements__tags__attribution","elements__tags__contact:phone","elements__tags__building","elements__tags__canvec:CODE","elements__tags__canvec:UUID","elements__tags__building:levels","elements__tags__brewery","elements__tags__capacity","elements__tags__brand","elements__tags__brand:wikidata","elements__tags__brand:wikipedia","elements__tags__brand:website","elements__tags__contact:facebook","elements__tags__bar","elements__tags__check_date","elements__tags__check_date:opening_hours","elements__tags__diet:vegan","elements__tags__diet:vegetarian","elements__tags__cuisine","elements__tags__disused","elements__tags__diet:halal","elements__tags__fixme","elements__tags__disused:amenity","elements__tags__drive_through","elements__tags__indoor_seating","elements__tags__disused:shop","elements__tags__highchair","elements__tags__llbo","elements__tags__level","elements__tags__email","elements__tags__delivery","elements__tags__internet_access","elements__tags__diet:gluten_free","elements__tags__name","elements__tags__name:zh","elements__tags__name:en","elements__tags__official_name","elements__tags__opening_hours","elements__tags__roof:levels","elements__tags__payment:american_express","elements__tags__payment:cash","elements__tags__payment:discover_card","elements__tags__payment:interac","elements__tags__payment:credit_cards","elements__tags__payment:debit_cards","elements__tags__payment:mastercard","elements__tags__payment:visa","elements__tags__outdoor_seating","elements__tags__phone","elements__tags__reservation","elements__tags__shop","elements__tags__source","elements__tags__twitter","elements__tags__smoking","elements__tags__toilets","elements__tags__toilets:wheelchair","elements__tags__takeaway","elements__tags__url","elements__tags__website","elements__tags__website:menu","elements__tags__website:en","elements__tags__website:fr","elements__tags__wheelchair"
"","","","","node","2345119229","","","","","","","","","","","","","","43.479515","-80.4840536","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","2345119234","","","","","","","","","","","","","","43.4795625","-80.4838739","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","822428980","","","","","","","","","","","","","","43.4291541","-80.432397","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","822429155","","","","","","","","","","","","","","43.4292977","-80.4328282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","822429309","","","","","","","","","","","","","","43.4289579","-80.432657","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","822429418","","","","","","","","","","","","","","43.4289895","-80.4330229","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","822430322","","","","","","","","","","","","","","43.4289204","-80.4325446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","822430520","","","","","","","","","","","","","","43.4288833","-80.4327041","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","818512999","","","","","","","","","","","","","","43.4667555","-80.4569818","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","4923588025","","","","","","","","","","","","","","43.4666592","-80.4572842","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","818512334","","","","","","","","","","","","","","43.4668976","-80.4573747","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","818512531","","","","","","","","","","","","","","43.4667699","-80.4573511","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","818512671","","","","","","","","","","","","","","43.4669612","-80.457175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","818512855","","","","","","","","","","","","","","43.4667842","-80.4573061","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","9205390560","","","","","","","","","","","","","","43.4668079","-80.4570135","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","3151528289","","","","","","","","","","","","","","43.4832796","-80.526125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","3151528297","","","","","","","","","","","","","","43.4833016","-80.5259231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","3151528311","","","","","","","","","","","","","","43.4834915","-80.5261689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","3151528312","","","","","","","","","","","","","","43.4835001","-80.5260893","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","3151528313","","","","","","","","","","","","","","43.4835045","-80.5260601","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","3151528315","","","","","","","","","","","","","","43.4835146","-80.5259672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","3151528316","","","","","","","","","","","","","","43.4835194","-80.5260933","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","3151528318","","","","","","","","","","","","","","43.4835226","-80.5260639","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","11507780792","","","","","","","","","","","","","","43.4834597","-80.5259558","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","308863513","","","","","","","","","","","","","","43.4866828","-80.5276132","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","node","545312500","","","","","","","","","","","","","","43.4875599","-80.5264427","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
